"Country","Continent","Status","Life.expectancy","GDP","Schooling"
"Germany","Europe","Developed",80,41732.7725,16.7
"Germany","Europe","Developed",79.9,45699.19832,16.6
"Germany","Europe","Developed",79.8,41814.8191,16.6
"Germany","Europe","Developed",79.6,36447.87232,16.5
"Germany","Europe","Developed",79.2,34696.6292,16.4
"Germany","Europe","Developed",79.1,34165.9343,16.4
"Germany","Europe","Developed",78.5,3359.95215,16.3
"Germany","Europe","Developed",78.4,2525.16445,16.3
"Germany","Europe","Developed",78.3,23687.31689,16.2
"Germany","Europe","Developed",78,23718.7467,16.2
"Ghana","Africa","Developing",62.4,1361.11395,11.4
"Ghana","Africa","Developing",62.1,1432.227943,11.7
"Ghana","Africa","Developing",61.9,1814.492297,11.5
"Ghana","Africa","Developing",61.6,1629.8222,11.2
"Ghana","Africa","Developing",61.2,1574.978653,10.9
"Ghana","Africa","Developing",69,1312.67557,10.5
"Ghana","Africa","Developing",66,186.76538,10.4
"Ghana","Africa","Developing",63,1224.41554,9.8
"Ghana","Africa","Developing",59.9,19.686718,9.1
"Ghana","Africa","Developing",59.4,922.9351677,8.7
"Ghana","Africa","Developing",58.9,498.172394,8.1
"Ghana","Africa","Developing",58.3,423.1936389,7.7
"Ghana","Africa","Developing",57.9,373.2815537,7.9
"Ghana","Africa","Developing",57.6,39.484473,7.6
"Ghana","Africa","Developing",57.4,273.6596668,8
"Ghana","Africa","Developing",57.2,263.1124679,7.7
"Greece","Europe","Developing",81,187.78991,17.2
"Greece","Europe","Developing",88,21673.7817,17.2
"Greece","Europe","Developing",86,21874.8195,17.1
"Greece","Europe","Developing",84,22242.68193,16.8
"Greece","Europe","Developing",85,25916.29353,16.7
"Greece","Europe","Developing",83,26917.75898,16.4
"Greece","Europe","Developing",80,2971.973,16.2
"Greece","Europe","Developing",79.9,31997.2821,15.9
"Greece","Europe","Developing",79.4,28827.32636,16.4
"Greece","Europe","Developing",79.7,2481.15781,16.3
"Greece","Europe","Developing",79.3,22551.73574,15.6
"Greece","Europe","Developing",79.2,21955.149,15.3
"Greece","Europe","Developing",79.1,18477.57841,15.2
"Greece","Europe","Developing",79,1411.31339,14.6
"Greece","Europe","Developing",78.7,12538.17883,14.2
"Greece","Europe","Developing",78.2,1242.95373,13.9
"Grenada","Americas","Developing",73.6,9212.192824,15.8
"Grenada","Americas","Developing",73.5,8569.776998,15.8
"Grenada","Americas","Developing",73.3,7955.615985,15.8
"Grenada","Americas","Developing",73.1,7583.1872,15.8
"Grenada","Americas","Developing",72.9,741.48438,15.8
"Grenada","Americas","Developing",72.6,7365.666659,15.8
"Grenada","Americas","Developing",72.4,7395.88125,15.6
"Grenada","Americas","Developing",72.1,7946.944346,15.4
"Grenada","Americas","Developing",71.9,7322.596862,15.3
"Grenada","Americas","Developing",71.7,6764.722867,15.1
"Grenada","Americas","Developing",71.5,6754.512393,14.9
"Grenada","Americas","Developing",73,5836.17763,14.8
"Grenada","Americas","Developing",71.1,5773.73577,14.6
"Grenada","Americas","Developing",79,5292.232379,14.4
"Grenada","Americas","Developing",77,519.958715,14.3
"Grenada","Americas","Developing",74,5117.589923,14.1
"Guatemala","Americas","Developing",71.9,3923.573344,10.7
"Guatemala","Americas","Developing",71.7,3687.763767,10.7
"Guatemala","Americas","Developing",71.4,3452.828934,10.7
"Guatemala","Americas","Developing",71.3,3299.65139,10.6
"Guatemala","Americas","Developing",71.1,3187.845296,10.5
"Guatemala","Americas","Developing",77,2825.5247,10.5
"Guatemala","Americas","Developing",76,2635.753474,10.4
"Guatemala","Americas","Developing",79,2794.22189,10.4
"Guatemala","Americas","Developing",75,2489.955836,10.1
"Guatemala","Americas","Developing",69.7,2256.56724,9.8
"Guatemala","Americas","Developing",69.2,277.83438,9.6
"Guatemala","Americas","Developing",69.6,1872.73783,9.3
"Guatemala","Americas","Developing",69.4,1753.349471,9
"Guatemala","Americas","Developing",69.3,171.771491,8.8
"Guatemala","Americas","Developing",68.4,1568.376276,8.5
"Guatemala","Americas","Developing",67.7,1655.596261,8.2
"Guinea","Africa","Developing",59,554.48766,8.8
"Guinea","Africa","Developing",58.1,561.997387,8.6
"Guinea","Africa","Developing",58.8,54.169324,8.5
"Guinea","Africa","Developing",58.4,52.3485646,8.5
"Guinea","Africa","Developing",58.1,459.2912,8.4
"Guinea","Africa","Developing",57.8,438.7513346,8.3
"Guinea","Africa","Developing",57.3,436.6895539,8.1
"Guinea","Africa","Developing",56.8,437.4467238,7.9
"Guinea","Africa","Developing",56.4,49.456775,7.6
"Guinea","Africa","Developing",55.6,296.68382,7.1
"Guinea","Africa","Developing",54.7,33.424498,6.6
"Guinea","Africa","Developing",54,386.3288283,5.1
"Guinea","Africa","Developing",53.3,37.1931781,5.9
"Guinea","Africa","Developing",52.9,322.811171,5.5
"Guinea","Africa","Developing",52.5,315.83983,5.1
"Guinea","Africa","Developing",52.5,34.516918,4.8
"Guinea-Bissau","Africa","Developing",58.9,596.8717189,9.2
"Guinea-Bissau","Africa","Developing",58.4,642.6256154,9.2
"Guinea-Bissau","Africa","Developing",58.1,61.566347,9.1
"Guinea-Bissau","Africa","Developing",57.6,67.7518833,9.1
"Guinea-Bissau","Africa","Developing",57.1,692.69989,9
"Guinea-Bissau","Africa","Developing",56.7,543.957418,8.9
"Guinea-Bissau","Africa","Developing",56.3,544.222779,8.9
"Guinea-Bissau","Africa","Developing",55.6,583.5445622,8.8
"Guinea-Bissau","Africa","Developing",55,481.694976,8.8
"Guinea-Bissau","Africa","Developing",54.4,418.94454,8.3
"Guinea-Bissau","Africa","Developing",53.9,424.9534585,8
"Guinea-Bissau","Africa","Developing",53.5,393.3138244,7.7
"Guinea-Bissau","Africa","Developing",53,36.5718585,7.4
"Guinea-Bissau","Africa","Developing",52.8,321.481324,7.1
"Guinea-Bissau","Africa","Developing",52.5,39.486749,6.7
"Guinea-Bissau","Africa","Developing",52.1,297.7519443,6.4
"Guyana","Americas","Developing",66.2,4136.689919,10.3
"Guyana","Americas","Developing",66,43.82321,10.3
"Guyana","Americas","Developing",65.9,3944.178173,10.3
"Guyana","Americas","Developing",65.8,3785.935665,10.6
"Guyana","Americas","Developing",65.6,3439.597513,10.3
"Guyana","Americas","Developing",65.9,326.281212,10.2
"Guyana","Americas","Developing",66.1,2716.35256,10.5
"Guyana","Americas","Developing",66.3,2576.124957,10.7
"Guyana","Americas","Developing",65.7,2327.58324,11.2
"Guyana","Americas","Developing",65.2,1945.6395,11.7
"Guyana","Americas","Developing",65,198.455216,11.4
"Guyana","Americas","Developing",65.1,145.58861,11.2
"Guyana","Americas","Developing",65.3,986.7958173,11.1
"Guyana","Americas","Developing",65.3,96.8674827,11
"Guyana","Americas","Developing",65.4,925.582546,10.9
"Guyana","Americas","Developing",65.4,946.599372,10.9
"Haiti","Americas","Developing",63.5,814.5463952,9.1
"Haiti","Americas","Developing",63.1,83.1148117,9.1
"Haiti","Americas","Developing",62.7,81.265673,9.1
"Haiti","Americas","Developing",62.3,766.8437623,8.9
"Haiti","Americas","Developing",62.3,74.9358452,8.7
"Haiti","Americas","Developing",36.3,662.2795182,8.6
"Haiti","Americas","Developing",62.5,668.297646,8.5
"Haiti","Americas","Developing",62.1,674.7564147,8.4
"Haiti","Americas","Developing",61.8,615.8198192,8.4
"Haiti","Americas","Developing",61.1,55.47626,8.3
"Haiti","Americas","Developing",65,465.311876,8.2
"Haiti","Americas","Developing",58.7,387.9429725,8.1
"Haiti","Americas","Developing",59.7,329.782946,8.1
"Haiti","Americas","Developing",59.3,393.16327,8
"Haiti","Americas","Developing",58.9,413.7383164,7.9
"Haiti","Americas","Developing",58.6,462.486524,7.8
"Honduras","Americas","Developing",74.6,2326.15856,11.2
"Honduras","Americas","Developing",74.5,2242.711912,11.4
"Honduras","Americas","Developing",74.3,2136.77395,11.6
"Honduras","Americas","Developing",74.1,2178.38325,11.6
"Honduras","Americas","Developing",73.9,212.584798,11.7
"Honduras","Americas","Developing",73.6,1932.85829,11.5
"Honduras","Americas","Developing",73.4,1815.489496,11.3
"Honduras","Americas","Developing",73.2,1751.595857,11.1
"Honduras","Americas","Developing",73,1592.572182,10.9
"Honduras","Americas","Developing",72.8,1437.628785,10.8
"Honduras","Americas","Developing",72.5,1311.741714,10.6
"Honduras","Americas","Developing",72.2,1217.657961,10.4
"Honduras","Americas","Developing",71.9,1157.3427,10.3
"Honduras","Americas","Developing",71.6,1132.8721,10.1
"Honduras","Americas","Developing",71.3,113.4546,9.9
"Honduras","Americas","Developing",71,188.783165,9.8
"Hungary","Europe","Developed",75.8,12365.6263,15.6
"Hungary","Europe","Developed",75.6,14117.97668,15.8
"Hungary","Europe","Developed",75.5,13613.6147,15.4
"Hungary","Europe","Developed",75,12834.32349,15.4
"Hungary","Europe","Developed",74.8,1448.87958,15.4
"Hungary","Europe","Developed",74.5,1325.53379,15.3
"Hungary","Europe","Developed",74.2,12967.16543,15.3
"Hungary","Europe","Developed",74.1,15669.25929,15.3
"Hungary","Europe","Developed",73.5,13842.6549,15.3
"Hungary","Europe","Developed",73.4,11398.76584,15.2
"Hungary","Europe","Developed",72.9,11161.72441,15
"Hungary","Europe","Developed",72.9,1259.5266,15.3
"Hungary","Europe","Developed",72.5,8396.25323,14.9
"Hungary","Europe","Developed",72.5,665.6443,14.6
"Hungary","Europe","Developed",72.3,527.85364,14.2
"Hungary","Europe","Developed",71.7,4623.46712,13.9
"Iceland","Europe","Developed",82.7,5734.4436,19
"Iceland","Europe","Developed",82.5,52473.11356,19
"Iceland","Europe","Developed",82.4,4781.3888,19
"Iceland","Europe","Developed",82.5,44333.8518,18.7
"Iceland","Europe","Developed",82.1,46.217,18.6
"Iceland","Europe","Developed",81.8,41676.44527,18.4
"Iceland","Europe","Developed",81.6,4461.89251,18.4
"Iceland","Europe","Developed",81.4,55575.29196,18.2
"Iceland","Europe","Developed",81.3,68348.31817,18.2
"Iceland","Europe","Developed",81.1,5613.54115,18.1
"Iceland","Europe","Developed",81,56249.7555,17.9
"Iceland","Europe","Developed",88,46917.27216,18.3
"Iceland","Europe","Developed",87,3944.999,17.6
"Iceland","Europe","Developed",84,31996.2172,17.2
"Iceland","Europe","Developed",80,28585.9254,17.1
"Iceland","Europe","Developed",79.7,31813.37344,16.8
"India","Asia","Developing",68.3,1613.18878,11.6
"India","Asia","Developing",68,1573.11889,11.6
"India","Asia","Developing",67.6,1452.195373,11.5
"India","Asia","Developing",67.3,1446.98541,11.3
"India","Asia","Developing",66.8,1461.671957,10.8
"India","Asia","Developing",66.4,1345.77153,10.4
"India","Asia","Developing",66,19.317765,10.5
"India","Asia","Developing",65.5,991.484634,10.2
"India","Asia","Developing",65.2,118.166373,9.9
"India","Asia","Developing",64.8,792.259698,9.7
"India","Asia","Developing",64.4,77.819,9.4
"India","Asia","Developing",64,621.3183767,9.2
"India","Asia","Developing",63.7,541.1352279,8.6
"India","Asia","Developing",63.3,466.2842,8.4
"India","Asia","Developing",62.9,447.138966,8.3
"India","Asia","Developing",62.5,438.864634,8.3
"Indonesia","Asia","Developing",69.1,3336.16686,12.9
"Indonesia","Asia","Developing",68.9,3491.595887,12.9
"Indonesia","Asia","Developing",68.7,362.663981,12.9
"Indonesia","Asia","Developing",68.5,3687.953996,12.6
"Indonesia","Asia","Developing",68.3,3634.27685,12.3
"Indonesia","Asia","Developing",68.1,3113.48635,12.1
"Indonesia","Asia","Developing",67.9,2254.44566,11.7
"Indonesia","Asia","Developing",67.7,216.52766,11.7
"Indonesia","Asia","Developing",67.5,1855.93915,11
"Indonesia","Asia","Developing",67.3,1586.254,10.9
"Indonesia","Asia","Developing",67.2,126.928834,11.1
"Indonesia","Asia","Developing",65.3,1148.56996,11
"Indonesia","Asia","Developing",66.9,164.59447,10.8
"Indonesia","Asia","Developing",66.7,899.5556857,10.6
"Indonesia","Asia","Developing",66.5,747.9817455,10.6
"Indonesia","Asia","Developing",66.3,78.92744,10.7
"Iran (Islamic Republic of)","Asia","Developing",75.5,NA,14.8
"Iran (Islamic Republic of)","Asia","Developing",75.4,NA,14.9
"Iran (Islamic Republic of)","Asia","Developing",75.3,NA,15
"Iran (Islamic Republic of)","Asia","Developing",75.1,NA,13.6
"Iran (Islamic Republic of)","Asia","Developing",74.7,NA,13.1
"Iran (Islamic Republic of)","Asia","Developing",74.1,NA,12.9
"Iran (Islamic Republic of)","Asia","Developing",73.3,NA,12.8
"Iran (Islamic Republic of)","Asia","Developing",72.7,NA,12.1
"Iran (Islamic Republic of)","Asia","Developing",72.4,NA,11.8
"Iran (Islamic Republic of)","Asia","Developing",72.2,NA,11.4
"Iran (Islamic Republic of)","Asia","Developing",72,NA,11.4
"Iran (Islamic Republic of)","Asia","Developing",71.8,NA,11.8
"Iran (Islamic Republic of)","Asia","Developing",75,NA,11.8
"Iran (Islamic Republic of)","Asia","Developing",71.2,NA,11.9
"Iran (Islamic Republic of)","Asia","Developing",78,NA,11.6
"Iran (Islamic Republic of)","Asia","Developing",73,NA,11.6
"Iraq","Asia","Developing",68.9,4974.2693,10.1
"Iraq","Asia","Developing",67.9,673.74737,10.1
"Iraq","Asia","Developing",69.5,6925.22446,10.3
"Iraq","Asia","Developing",76,6651.12242,10.5
"Iraq","Asia","Developing",77,5854.614497,10.4
"Iraq","Asia","Developing",76,452.74948,10.4
"Iraq","Asia","Developing",74,3735.144836,10.3
"Iraq","Asia","Developing",69.3,4521.3247,10.3
"Iraq","Asia","Developing",65.9,3129.224922,10.2
"Iraq","Asia","Developing",64.7,2351.812429,10.2
"Iraq","Asia","Developing",66.8,1849.63911,10.1
"Iraq","Asia","Developing",67.2,1391.816923,9.8
"Iraq","Asia","Developing",66.5,NA,9.4
"Iraq","Asia","Developing",74,NA,9.1
"Iraq","Asia","Developing",72,NA,8.7
"Iraq","Asia","Developing",70,NA,8.6
"Ireland","Europe","Developed",81.4,6664.144,18.6
"Ireland","Europe","Developed",81.2,5553.32623,18.6
"Ireland","Europe","Developed",81,5234.76736,18.6
"Ireland","Europe","Developed",85,49231.36254,18.5
"Ireland","Europe","Developed",84,52567.52568,18.5
"Ireland","Europe","Developed",86,48538.58776,18.2
"Ireland","Europe","Developed",79.7,51983.78892,17.9
"Ireland","Europe","Developed",79.8,61235.415,17.9
"Ireland","Europe","Developed",79.5,61388.17457,17.6
"Ireland","Europe","Developed",79,54326.9713,17.6
"Ireland","Europe","Developed",78.7,5886.82789,17.5
"Ireland","Europe","Developed",78.3,47631.6377,17.1
"Ireland","Europe","Developed",78,4117.15532,16.8
"Ireland","Europe","Developed",77.4,32539.1937,16.5
"Ireland","Europe","Developed",77,28223.55528,16.4
"Ireland","Europe","Developed",76.4,26241.91883,16.2
"Israel","Asia","Developing",82.5,35729.37253,16
"Israel","Asia","Developing",82.2,37582.84624,16
"Israel","Asia","Developing",82.1,36393.66932,15.9
"Israel","Asia","Developing",81.8,32569.59683,15.9
"Israel","Asia","Developing",81.8,33657.15727,15.8
"Israel","Asia","Developing",81.7,3661.994,15.7
"Israel","Asia","Developing",81.5,27795.87671,15.6
"Israel","Asia","Developing",81,29657.4421,15.8
"Israel","Asia","Developing",84,258.637,15.7
"Israel","Asia","Developing",84,2195.1769,15.7
"Israel","Asia","Developing",80,2611.17931,15.8
"Israel","Asia","Developing",81,19888.172,15.9
"Israel","Asia","Developing",79.7,18946.99942,16
"Israel","Asia","Developing",79.3,18431.15696,15.3
"Israel","Asia","Developing",79.3,236.19646,15.1
"Israel","Asia","Developing",78.9,2152.1432,15.2
"Italy","Europe","Developed",82.7,349.14755,16.3
"Italy","Europe","Developed",82.5,35396.66517,16.3
"Italy","Europe","Developed",82.3,3537.27441,16.5
"Italy","Europe","Developed",82,34814.12436,16.6
"Italy","Europe","Developed",82,38334.68477,16.4
"Italy","Europe","Developed",81.8,35849.37364,16.4
"Italy","Europe","Developed",81.6,36976.84512,16.3
"Italy","Europe","Developed",81.5,464.18465,16.3
"Italy","Europe","Developed",81.3,37698.78573,16.1
"Italy","Europe","Developed",81.2,3341.7482,16
"Italy","Europe","Developed",88,31959.26215,15.8
"Italy","Europe","Developed",89,31174.56118,15.6
"Italy","Europe","Developed",79.9,27387.2258,15.4
"Italy","Europe","Developed",80,22196.5736,15.2
"Italy","Europe","Developed",79.8,24.819,14.9
"Italy","Europe","Developed",79.4,251.2426,14.8
"Jamaica","Americas","Developing",76.2,4965.989857,12.8
"Jamaica","Americas","Developing",75.8,4855.743789,12.8
"Jamaica","Americas","Developing",75.6,56.144952,12.8
"Jamaica","Americas","Developing",75.3,521.33363,12.8
"Jamaica","Americas","Developing",75.2,513.549487,12.8
"Jamaica","Americas","Developing",75,4682.728424,12.7
"Jamaica","Americas","Developing",74.7,4293.383274,12.7
"Jamaica","Americas","Developing",74.5,492.492378,12.6
"Jamaica","Americas","Developing",74.2,462.517913,12.5
"Jamaica","Americas","Developing",74,4313.1682,12.5
"Jamaica","Americas","Developing",73.5,482.24762,12.4
"Jamaica","Americas","Developing",73.3,3719.97351,11.1
"Jamaica","Americas","Developing",73.1,3465.221998,11.9
"Jamaica","Americas","Developing",73,3596.496282,11.7
"Jamaica","Americas","Developing",72.7,3394.878,10.9
"Jamaica","Americas","Developing",72.6,336.8742,11.4
"Japan","Asia","Developed",83.7,34474.13736,15.3
"Japan","Asia","Developed",83.5,3896.21151,15.3
"Japan","Asia","Developed",83.5,4454.44746,15.3
"Japan","Asia","Developed",83.3,4863.47665,15.3
"Japan","Asia","Developed",82.5,48167.99727,15.1
"Japan","Asia","Developed",83,4457.67639,15.1
"Japan","Asia","Developed",83,4855.17564,15
"Japan","Asia","Developed",82.7,39339.29757,15
"Japan","Asia","Developed",82.6,35275.22843,15
"Japan","Asia","Developed",82.4,35433.98896,14.9
"Japan","Asia","Developed",82,37217.64873,14.9
"Japan","Asia","Developed",82.1,37688.72234,14.8
"Japan","Asia","Developed",81.9,3488.3992,14.8
"Japan","Asia","Developed",81.8,32289.3554,14.7
"Japan","Asia","Developed",81.5,33846.46564,14.6
"Japan","Asia","Developed",81.1,38532.488,14.5
"Jordan","Asia","Developing",74.1,496.99275,13.1
"Jordan","Asia","Developing",74,466.94775,13.1
"Jordan","Asia","Developing",73.9,3992.86717,13.1
"Jordan","Asia","Developing",73.7,387.753211,12.9
"Jordan","Asia","Developing",73.6,387.324145,13.1
"Jordan","Asia","Developing",73.4,3679.19275,13.2
"Jordan","Asia","Developing",73.3,3492.1396,13.6
"Jordan","Asia","Developing",73.1,3385.69665,13.6
"Jordan","Asia","Developing",73,2762.86354,13.6
"Jordan","Asia","Developing",72.8,2537.349,13.7
"Jordan","Asia","Developing",72.4,223.83787,13.8
"Jordan","Asia","Developing",72.5,261.456882,13.5
"Jordan","Asia","Developing",72.3,1889.213962,13.2
"Jordan","Asia","Developing",72.1,1812.288374,13
"Jordan","Asia","Developing",71.9,1728.2659,12.7
"Jordan","Asia","Developing",71.7,1657.889256,12.6
"Kazakhstan","Asia","Developing",72,159.9817,15
"Kazakhstan","Asia","Developing",69.9,1286.56511,15
"Kazakhstan","Asia","Developing",69.5,1389.8561,15
"Kazakhstan","Asia","Developing",69.1,12387.18982,14.7
"Kazakhstan","Asia","Developing",68.5,11634.42422,14.4
"Kazakhstan","Asia","Developing",67.8,97.649972,14.5
"Kazakhstan","Asia","Developing",67.8,7165.2775,14.6
"Kazakhstan","Asia","Developing",66.6,8513.564645,14.6
"Kazakhstan","Asia","Developing",65.3,6771.414797,14.7
"Kazakhstan","Asia","Developing",65,5291.57565,14.3
"Kazakhstan","Asia","Developing",64.6,3771.278957,13.9
"Kazakhstan","Asia","Developing",64.7,2874.288291,13.5
"Kazakhstan","Asia","Developing",64.4,268.123657,13.1
"Kazakhstan","Asia","Developing",64.7,1658.31146,12.7
"Kazakhstan","Asia","Developing",64.4,149.926751,12.3
"Kazakhstan","Asia","Developing",63.9,1229.958,12.1
"Kenya","Africa","Developing",63.4,1349.97144,11.1
"Kenya","Africa","Developing",62.9,1335.6458,11.1
"Kenya","Africa","Developing",62.6,1229.114798,11.1
"Kenya","Africa","Developing",62.1,1155.2582,11.1
"Kenya","Africa","Developing",61.2,987.4453967,11.1
"Kenya","Africa","Developing",63,967.34773,11.1
"Kenya","Africa","Developing",59.1,92.816252,10.7
"Kenya","Africa","Developing",57.9,916.8992515,10.4
"Kenya","Africa","Developing",56.8,839.181117,10.1
"Kenya","Africa","Developing",55.3,697.66385,9.7
"Kenya","Africa","Developing",54.1,519.7999346,9.6
"Kenya","Africa","Developing",53,458.8843551,8.9
"Kenya","Africa","Developing",52.4,436.6875357,8.2
"Kenya","Africa","Developing",52.1,395.8493511,8.5
"Kenya","Africa","Developing",51.9,41.7763612,8.4
"Kenya","Africa","Developing",51.9,43.9797132,8.4
"Kiribati","Oceania","Developing",66.3,1424.483611,11.9
"Kiribati","Oceania","Developing",66.1,1684.54274,11.9
"Kiribati","Oceania","Developing",65.8,1724.361737,11.9
"Kiribati","Oceania","Developing",65.7,1763.815497,11.9
"Kiribati","Oceania","Developing",65.5,1692.613277,11.9
"Kiribati","Oceania","Developing",65.3,1493.1651,11.9
"Kiribati","Oceania","Developing",65.2,1297.285141,11.9
"Kiribati","Oceania","Developing",65.1,1413.3234,11.6
"Kiribati","Oceania","Developing",65,1357.632211,11.8
"Kiribati","Oceania","Developing",65,1151.555618,12.1
"Kiribati","Oceania","Developing",64.9,1214.556667,12.2
"Kiribati","Oceania","Developing",64.8,113.6286,12.4
"Kiribati","Oceania","Developing",64.7,115.3865,11.6
"Kiribati","Oceania","Developing",64.6,826.58554,11.7
"Kiribati","Oceania","Developing",64.3,734.9492461,10.4
"Kiribati","Oceania","Developing",64.1,796.7937634,10
"Kuwait","Asia","Developing",74.7,28975.418,13.3
"Kuwait","Asia","Developing",74.6,42996.4812,13
"Kuwait","Asia","Developing",74.5,48399.9581,13.1
"Kuwait","Asia","Developing",74.3,51264.7134,13.2
"Kuwait","Asia","Developing",74.2,48268.5912,13.4
"Kuwait","Asia","Developing",74,38497.61696,13.5
"Kuwait","Asia","Developing",73.9,37567.3121,13.6
"Kuwait","Asia","Developing",73.8,55571.9986,13.8
"Kuwait","Asia","Developing",73.7,45793.97614,13.9
"Kuwait","Asia","Developing",73.6,42717.55725,14.1
"Kuwait","Asia","Developing",73.6,3549.26132,14.2
"Kuwait","Asia","Developing",73.5,26921.8278,14.4
"Kuwait","Asia","Developing",73.4,2271.56961,14.1
"Kuwait","Asia","Developing",73.3,17789.41981,13.9
"Kuwait","Asia","Developing",73.2,1654.96761,14
"Kuwait","Asia","Developing",73.2,18389.38433,14.1
"Kyrgyzstan","Asia","Developing",71.1,NA,13
"Kyrgyzstan","Asia","Developing",78,NA,12.8
"Kyrgyzstan","Asia","Developing",77,NA,12.5
"Kyrgyzstan","Asia","Developing",69.9,NA,12.3
"Kyrgyzstan","Asia","Developing",69.4,NA,12.1
"Kyrgyzstan","Asia","Developing",68.8,NA,12.2
"Kyrgyzstan","Asia","Developing",68.5,NA,12.4
"Kyrgyzstan","Asia","Developing",67.6,NA,12.6
"Kyrgyzstan","Asia","Developing",67.2,NA,12.6
"Kyrgyzstan","Asia","Developing",66.7,NA,12.5
"Kyrgyzstan","Asia","Developing",66.9,NA,12.4
"Kyrgyzstan","Asia","Developing",67.1,NA,12.5
"Kyrgyzstan","Asia","Developing",66.6,NA,12.2
"Kyrgyzstan","Asia","Developing",66.7,NA,12.1
"Kyrgyzstan","Asia","Developing",67.2,NA,11.8
"Kyrgyzstan","Asia","Developing",66.6,NA,11.4
"Lao People's Democratic Republic","Asia","Developing",65.7,NA,10.8
"Lao People's Democratic Republic","Asia","Developing",65.3,NA,10.6
"Lao People's Democratic Republic","Asia","Developing",64.9,NA,10.4
"Lao People's Democratic Republic","Asia","Developing",64.4,NA,10.2
"Lao People's Democratic Republic","Asia","Developing",64,NA,9.9
"Lao People's Democratic Republic","Asia","Developing",63.6,NA,9.6
"Lao People's Democratic Republic","Asia","Developing",63.1,NA,9.4
"Lao People's Democratic Republic","Asia","Developing",62.6,NA,9.2
"Lao People's Democratic Republic","Asia","Developing",62.1,NA,9
"Lao People's Democratic Republic","Asia","Developing",61.5,NA,9
"Lao People's Democratic Republic","Asia","Developing",61,NA,8.7
"Lao People's Democratic Republic","Asia","Developing",64,NA,8.6
"Lao People's Democratic Republic","Asia","Developing",59.8,NA,8.3
"Lao People's Democratic Republic","Asia","Developing",59.3,NA,8
"Lao People's Democratic Republic","Asia","Developing",58.7,NA,8
"Lao People's Democratic Republic","Asia","Developing",58.1,NA,8
"Latvia","Europe","Developed",74.6,13666.58336,16
"Latvia","Europe","Developed",74.4,15725.1374,16
"Latvia","Europe","Developed",74.1,1532.22924,15.4
"Latvia","Europe","Developed",73.8,13822.8559,15.5
"Latvia","Europe","Developed",73.6,1372.68947,15.8
"Latvia","Europe","Developed",72.8,11326.21947,16
"Latvia","Europe","Developed",72.6,12219.37379,16.4
"Latvia","Europe","Developed",71.9,16348.53121,16.3
"Latvia","Europe","Developed",78,1444.1589,16.2
"Latvia","Europe","Developed",75,9667.9757,16.2
"Latvia","Europe","Developed",76,7558.7426,15.9
"Latvia","Europe","Developed",71,6351.8125,15.5
"Latvia","Europe","Developed",78,5134.95694,15.2
"Latvia","Europe","Developed",73,4132.34927,14.8
"Latvia","Europe","Developed",69.9,3572.8513,14.2
"Latvia","Europe","Developed",71,3352.731296,13.7
"Lebanon","Asia","Developing",74.9,846.632851,13.3
"Lebanon","Asia","Developing",74.8,8161.4614,13.3
"Lebanon","Asia","Developing",74.9,846.285153,13.3
"Lebanon","Asia","Developing",75,8787.94668,13.3
"Lebanon","Asia","Developing",75,8734.9653,13.2
"Lebanon","Asia","Developing",74.9,8763.826274,13.3
"Lebanon","Asia","Developing",74.7,84.268878,13.2
"Lebanon","Asia","Developing",74.5,712.775759,13.1
"Lebanon","Asia","Developing",74.4,614.271115,12.9
"Lebanon","Asia","Developing",74.1,5372.65899,13.2
"Lebanon","Asia","Developing",73.9,5339.441291,13.7
"Lebanon","Asia","Developing",73.7,5424.22356,14.2
"Lebanon","Asia","Developing",73.5,5425.6697,14.8
"Lebanon","Asia","Developing",73.2,5436.595223,15.2
"Lebanon","Asia","Developing",73,5253.122599,15
"Lebanon","Asia","Developing",72.7,5334.93329,14.9
"Lesotho","Africa","Developing",53.7,173.82893,10.7
"Lesotho","Africa","Developing",52.1,1174.839214,10.8
"Lesotho","Africa","Developing",52.1,1196.1335,11.1
"Lesotho","Africa","Developing",52.2,1281.516,11
"Lesotho","Africa","Developing",52.3,1352.38433,11
"Lesotho","Africa","Developing",51.1,1173.26212,10.9
"Lesotho","Africa","Developing",49.4,923.136931,10.8
"Lesotho","Africa","Developing",47.8,934.428563,10.7
"Lesotho","Africa","Developing",46.2,918.432717,10.6
"Lesotho","Africa","Developing",45.3,915.775754,10.7
"Lesotho","Africa","Developing",44.5,862.9463118,10.7
"Lesotho","Africa","Developing",44.8,781.5145936,10.7
"Lesotho","Africa","Developing",45.5,63.636279,10.5
"Lesotho","Africa","Developing",46.4,47.89395,10.4
"Lesotho","Africa","Developing",47.8,437.819184,10.3
"Lesotho","Africa","Developing",49.3,474.8197876,9.6
"Liberia","Africa","Developing",61.4,452.38717,9.9
"Liberia","Africa","Developing",58.1,458.4651734,9.9
"Liberia","Africa","Developing",61.1,454.1222236,9.8
"Liberia","Africa","Developing",67,415.361958,9.6
"Liberia","Africa","Developing",62,379.689583,9.5
"Liberia","Africa","Developing",59.7,327.42597,9.6
"Liberia","Africa","Developing",59.2,33.667491,9.7
"Liberia","Africa","Developing",58.6,232.61732,9.8
"Liberia","Africa","Developing",57.9,21.3733292,9.9
"Liberia","Africa","Developing",56.7,178.92799,10
"Liberia","Africa","Developing",55.3,168.648254,10.1
